,Text,Negative,Neutral,Positive,Subjectivity,Polarity
6020,"""come back thou to thy lord,- well pleased (thyself), and well-pleasing unto him!",0.0,0.675,0.325,0.5,0.3125
6021,"""enter thou, then, among my devotees!",0.0,0.736,0.264,0.0,0.0
6022,"""yea, enter thou my heaven!",0.0,0.527,0.473,0.0,0.0
6023,i do call to witness this city;-,0.0,1.0,0.0,0.0,0.0
6024,and thou art a freeman of this city;-,0.0,0.722,0.278,0.0,0.0
6025,and (the mystic ties of) parent and child;-,0.0,1.0,0.0,0.0,0.0
6026,verily we have created man into toil and struggle.,0.204,0.619,0.177,0.0,0.0
6027,"thinketh he, that none hath power over him?",0.0,1.0,0.0,0.0,0.0
6028,he may say (boastfully); wealth have i squandered in abundance!,0.0,0.72,0.28,0.0,0.0
6029,thinketh he that none beholdeth him?,0.0,1.0,0.0,0.0,0.0
6030,have we not made for him a pair of eyes?-,0.0,1.0,0.0,0.0,0.0
6031,"and a tongue, and a pair of lips?-",0.0,1.0,0.0,0.0,0.0
6032,and shown him the two highways?,0.0,1.0,0.0,0.0,0.0
6033,but he hath made no haste on the path that is steep.,0.203,0.797,0.0,0.0,0.0
6034,and what will explain to thee the path that is steep?-,0.0,1.0,0.0,0.0,0.0
6035,(it is:) freeing the bondman;,0.0,0.563,0.437,1.0,0.5
6036,or the giving of food in a day of privation,0.0,0.789,0.211,0.0,0.0
6037,"to the orphan with claims of relationship,",0.0,1.0,0.0,0.0,0.0
6038,or to the indigent (down) in the dust.,0.0,1.0,0.0,0.2888888888888889,-0.15555555555555559
6039,"then will he be of those who believe, and enjoin patience, (constancy, and self-restraint), and enjoin deeds of kindness and compassion.",0.0,0.76,0.24,0.0,0.0
6040,such are the companions of the right hand.,0.0,0.686,0.314,0.5178571428571428,0.14285714285714285
6041,"but those who reject our signs, they are the (unhappy) companions of the left hand.",0.308,0.51,0.183,0.45,-0.3
6042,on them will be fire vaulted over (all round).,0.231,0.769,0.0,0.4,-0.2
6043,by the sun and his (glorious) splendour;,0.0,0.403,0.597,0.0,0.0
6044,by the moon as she follows him;,0.0,1.0,0.0,0.0,0.0
6045,by the day as it shows up (the sun's) glory;,0.0,0.72,0.28,0.0,0.0
6046,by the night as it conceals it;,0.0,1.0,0.0,0.0,0.0
6047,by the firmament and its (wonderful) structure;,0.0,0.619,0.381,1.0,1.0
6048,by the earth and its (wide) expanse:,0.0,1.0,0.0,0.4,-0.1
6049,"by the soul, and the proportion and order given to it;",0.0,1.0,0.0,0.0,0.0
6050,and its enlightenment as to its wrong and its right;-,0.256,0.744,0.0,0.7178571428571429,-0.10714285714285715
6051,"truly he succeeds that purifies it,",0.0,0.396,0.604,0.1,0.7
6052,and he fails that corrupts it!,0.382,0.618,0.0,0.3,-0.625
6053,"the thamud (people) rejected (their prophet) through their inordinate wrong-doing,",0.268,0.732,0.0,0.0,0.0
6054,"behold, the most wicked man among them was deputed (for impiety).",0.27,0.73,0.0,0.5,0.5
6055,"but the messenger of allah said to them: ""it is a she-camel of allah! and (bar her not from) having her drink!""",0.0,1.0,0.0,0.0,0.0
6056,"then they rejected him (as a false prophet), and they hamstrung her. so their lord, on account of their crime, obliterated their traces and made them equal (in destruction, high and low)!",0.372,0.628,0.0,0.4225,-0.06000000000000002
6057,and for him is no fear of its consequences.,0.0,0.753,0.247,0.0,0.0
6058,by the night as it conceals (the light);,0.0,1.0,0.0,0.7,0.4
6059,by the day as it appears in glory;,0.0,0.667,0.333,0.0,0.0
6060,by (the mystery of) the creation of male and female;-,0.0,0.811,0.189,0.13333333333333333,0.0
6061,"verily, (the ends) ye strive for are diverse.",0.0,1.0,0.0,0.0,0.0
6062,"so he who gives (in charity) and fears (allah),",0.222,0.556,0.222,0.0,0.0
6063,"and (in all sincerity) testifies to the best,-",0.0,0.625,0.375,0.3,1.0
6064,we will indeed make smooth for him the path to bliss.,0.0,0.73,0.27,0.5,0.4
6065,"but he who is a greedy miser and thinks himself self-sufficient,",0.425,0.575,0.0,0.0,0.0
6066,"and gives the lie to the best,-",0.0,0.588,0.412,0.3,1.0
6067,we will indeed make smooth for him the path to misery;,0.27,0.73,0.0,0.5,0.4
6068,nor will his wealth profit him when he falls headlong (into the pit).,0.159,0.666,0.175,0.0,0.0
6069,"verily we take upon ourselves to guide,",0.0,1.0,0.0,0.0,0.0
6070,and verily unto us (belong) the end and the beginning.,0.0,1.0,0.0,0.0,0.0
6071,therefore do i warn you of a fire blazing fiercely;,0.322,0.678,0.0,0.0,0.0
6072,none shall reach it but those most unfortunate ones,0.439,0.561,0.0,0.75,0.0
6073,who give the lie to truth and turn their backs.,0.104,0.696,0.2,0.0,0.0
6074,"but those most devoted to allah shall be removed far from it,-",0.0,0.734,0.266,0.75,0.3
6075,"those who spend their wealth for increase in self-purification,",0.0,0.56,0.44,0.0,0.0
6076,"and have in their minds no favour from anyone for which a reward is expected in return,",0.114,0.711,0.175,0.4,-0.1
6077,but only the desire to seek for the countenance of their lord most high;,0.0,0.785,0.215,0.68,0.22
6078,and soon will they attain (complete) satisfaction.,0.0,0.674,0.326,0.4,0.1
6079,"by the glorious morning light,",0.0,0.488,0.512,0.7,0.4
6080,"and by the night when it is still,-",0.0,1.0,0.0,0.0,0.0
6081,"thy guardian-lord hath not forsaken thee, nor is he displeased.",0.0,0.789,0.211,0.0,0.0
6082,and verily the hereafter will be better for thee than the present.,0.0,0.791,0.209,0.25,0.25
6083,and soon will thy guardian-lord give thee (that wherewith) thou shalt be well-pleased.,0.0,1.0,0.0,0.0,0.0
6084,did he not find thee an orphan and give thee shelter (and care)?,0.0,0.789,0.211,0.0,0.0
6085,"and he found thee wandering, and he gave thee guidance.",0.0,1.0,0.0,0.0,0.0
6086,"and he found thee in need, and made thee independent.",0.0,1.0,0.0,0.125,0.0
6087,"therefore, treat not the orphan with harshness,",0.0,0.69,0.31,0.0,0.0
6088,nor repulse the petitioner (unheard);,0.0,0.566,0.434,0.0,0.0
6089,but the bounty of the lord - rehearse and proclaim!,0.0,1.0,0.0,0.0,0.0
6090,have we not expanded thee thy breast?-,0.0,1.0,0.0,0.0,0.0
6091,and removed from thee thy burden,0.367,0.633,0.0,0.0,0.0
6092,the which did gall thy back?-,0.0,1.0,0.0,0.0,0.0
6093,and raised high the esteem (in which) thou (art held)?,0.0,1.0,0.0,0.5399999999999999,0.16
6094,"so, verily, with every difficulty, there is relief:",0.209,0.522,0.27,0.0,0.0
6095,"verily, with every difficulty there is relief.",0.229,0.476,0.295,0.0,0.0
6096,"therefore, when thou art free (from thine immediate task), still labour hard,",0.095,0.68,0.224,0.6708333333333334,0.05416666666666667
6097,and to thy lord turn (all) thy attention.,0.0,1.0,0.0,0.0,0.0
6098,"by the fig and the olive,",0.0,1.0,0.0,0.0,0.0
6099,"and the mount of sinai,",0.0,1.0,0.0,0.0,0.0
6100,"and this city of security,-",0.0,0.625,0.375,0.0,0.0
6101,"we have indeed created man in the best of moulds,",0.0,0.563,0.437,0.3,1.0
6102,"then do we abase him (to be) the lowest of the low,-",0.32,0.68,0.0,0.3,0.0
6103,except such as believe and do righteous deeds: for they shall have a reward unfailing.,0.0,0.791,0.209,0.5,0.0
6104,"then what can, after this, contradict thee, as to the judgment (to come)?",0.179,0.821,0.0,0.0,0.0
6105,is not allah the wisest of judges?,0.299,0.701,0.0,0.0,0.0
6106,"proclaim! (or read!) in the name of thy lord and cherisher, who created-",0.0,0.655,0.345,0.0,0.0
6107,"created man, out of a (mere) clot of congealed blood:",0.0,0.818,0.182,0.5,-0.5
6108,"proclaim! and thy lord is most bountiful,-",0.0,1.0,0.0,0.5,0.5
6109,"he who taught (the use of) the pen,-",0.0,1.0,0.0,0.0,0.0
6110,taught man that which he knew not.,0.0,1.0,0.0,0.0,0.0
6111,"nay, but man doth transgress all bounds,",0.0,1.0,0.0,0.0,0.0
6112,in that he looketh upon himself as self-sufficient.,0.0,1.0,0.0,0.0,0.0
6113,"verily, to thy lord is the return (of all).",0.0,1.0,0.0,0.0,0.0
6114,seest thou one who forbids-,0.365,0.635,0.0,0.0,0.0
6115,a votary when he (turns) to pray?,0.0,0.723,0.277,0.0,0.0
6116,seest thou if he is on (the road of) guidance?-,0.0,1.0,0.0,0.0,0.0
6117,or enjoins righteousness?,0.0,1.0,0.0,0.0,0.0
6118,seest thou if he denies (truth) and turns away?,0.231,0.579,0.19,0.0,0.0
6119,knoweth he not that allah doth see?,0.0,1.0,0.0,0.0,0.0
6120,"let him beware! if he desist not, we will drag him by the forelock,-",0.0,0.869,0.131,0.07083333333333333,-0.1
6121,"a lying, sinful forelock!",0.785,0.215,0.0,0.0,0.0
6122,"then, let him call (for help) to his council (of comrades):",0.0,0.787,0.213,0.0,0.0
6123,we will call on the angels of punishment (to deal with him)!,0.241,0.759,0.0,0.0,0.0
6124,"nay, heed him not: but bow down in adoration, and bring thyself the closer (to allah)!",0.0,0.727,0.273,0.2888888888888889,-0.19444444444444448
6125,we have indeed revealed this (message) in the night of power:,0.0,1.0,0.0,0.0,0.0
6126,and what will explain to thee what the night of power is?,0.0,1.0,0.0,0.0,0.0
6127,the night of power is better than a thousand months.,0.0,0.756,0.244,0.5,0.5
6128,"therein come down the angels and the spirit by allah's permission, on every errand:",0.0,0.884,0.116,0.2888888888888889,-0.15555555555555559
6129,peace!... this until the rise of morn!,0.0,0.595,0.405,0.0,0.0
6130,"those who reject (truth), among the people of the book and among the polytheists, were not going to depart (from their ways) until there should come to them clear evidence,-",0.078,0.78,0.142,0.3833333333333333,0.10000000000000002
6131,"an messenger from allah, rehearsing scriptures kept pure and holy:",0.0,1.0,0.0,0.5,0.21428571428571427
6132,wherein are laws (or decrees) right and straight.,0.0,0.787,0.213,0.46785714285714286,0.24285714285714285
6133,"nor did the people of the book make schisms, until after there came to them clear evidence.",0.0,0.86,0.14,0.3833333333333333,0.10000000000000002
6134,"and they have been commanded no more than this: to worship allah, offering him sincere devotion, being true (in faith); to establish regular prayer; and to practise regular charity; and that is the religion right and straight.",0.045,0.587,0.368,0.39136577708006276,0.15510204081632653
6135,"those who reject (truth), among the people of the book and among the polytheists, will be in hell-fire, to dwell therein (for aye). they are the worst of creatures.",0.191,0.702,0.107,1.0,-1.0
6136,"those who have faith and do righteous deeds,- they are the best of creatures.",0.0,0.632,0.368,0.3,1.0
6137,"their reward is with allah: gardens of eternity, beneath which rivers flow; they will dwell therein for ever; allah well pleased with them, and they with him: all this for such as fear their lord and cherisher.",0.067,0.651,0.282,0.75,0.25
6138,"when the earth is shaken to her (utmost) convulsion,",0.14,0.86,0.0,0.0,0.0
6139,"and the earth throws up her burdens (from within),",0.238,0.762,0.0,0.0,0.0
6140,and man cries (distressed): 'what is the matter with her?'-,0.404,0.515,0.081,0.0,0.0
6141,on that day will she declare her tidings:,0.0,1.0,0.0,0.0,0.0
6142,for that thy lord will have given her inspiration.,0.0,0.702,0.298,0.0,0.0
6143,"on that day will men proceed in companies sorted out, to be shown the deeds that they (had done).",0.0,1.0,0.0,0.0,0.0
6144,"then shall anyone who has done an atom's weight of good, see it!",0.0,0.79,0.21,0.6000000000000001,0.875
6145,"and anyone who has done an atom's weight of evil, shall see it.",0.268,0.732,0.0,1.0,-1.0
6146,"by the (steeds) that run, with panting (breath),",0.0,1.0,0.0,0.0,0.0
6147,"and strike sparks of fire,",0.565,0.435,0.0,0.0,0.0
6148,"and push home the charge in the morning,",0.0,1.0,0.0,0.0,0.0
6149,"and raise the dust in clouds the while,",0.0,1.0,0.0,0.0,0.0
6150,and penetrate forthwith into the midst (of the foe) en masse;-,0.225,0.775,0.0,0.0,0.0
6151,"truly man is, to his lord, ungrateful;",0.275,0.459,0.266,0.0,0.0
6152,and to that (fact) he bears witness (by his deeds);,0.0,1.0,0.0,0.0,0.0
6153,and violent is he in his love of wealth.,0.225,0.347,0.428,0.8,-0.15000000000000002
6154,"does he not know,- when that which is in the graves is scattered abroad",0.145,0.855,0.0,0.0,0.0
6155,and that which is (locked up) in (human) breasts is made manifest-,0.0,1.0,0.0,0.1,0.0
6156,"that their lord had been well-acquainted with them, (even to) that day?",0.0,1.0,0.0,0.0,0.0
6157,the (day) of noise and clamour:,0.0,1.0,0.0,0.0,0.0
6158,what is the (day) of noise and clamour?,0.0,1.0,0.0,0.0,0.0
6159,and what will explain to thee what the (day) of noise and clamour is?,0.0,1.0,0.0,0.0,0.0
6160,"(it is) a day whereon men will be like moths scattered about,",0.0,0.815,0.185,0.0,0.0
6161,and the mountains will be like carded wool.,0.0,0.737,0.263,0.0,0.0
6162,"then, he whose balance (of good deeds) will be (found) heavy,",0.0,0.775,0.225,0.55,0.24999999999999997
6163,will be in a life of good pleasure and satisfaction.,0.0,0.424,0.576,0.6000000000000001,0.7
6164,"but he whose balance (of good deeds) will be (found) light,-",0.0,0.722,0.278,0.65,0.55
6165,will have his home in a (bottomless) pit.,0.0,1.0,0.0,0.0,0.0
6166,and what will explain to thee what this is?,0.0,1.0,0.0,0.0,0.0
6167,(it is) a fire blazing fiercely!,0.35,0.65,0.0,0.0,0.0
6168,"the mutual rivalry for piling up (the good things of this world) diverts you (from the more serious things),",0.074,0.791,0.135,0.5888888888888889,0.2888888888888889
6169,until ye visit the graves.,0.355,0.645,0.0,0.0,0.0
6170,"but nay, ye soon shall know (the reality).",0.0,1.0,0.0,0.0,0.0
6171,"again, ye soon shall know!",0.0,1.0,0.0,0.0,0.0
6172,"nay, were ye to know with certainty of mind, (ye would beware!)",0.0,0.828,0.172,0.0,0.0
6173,ye shall certainly see hell-fire!,0.0,0.598,0.402,0.5714285714285714,0.26785714285714285
6174,"again, ye shall see it with certainty of sight!",0.0,0.777,0.223,0.0,0.0
6175,"then, shall ye be questioned that day about the joy (ye indulged in!).",0.085,0.667,0.248,0.2,1.0
6176,"by (the token of) time (through the ages),",0.0,1.0,0.0,0.0,0.0
6177,"verily man is in loss,",0.365,0.635,0.0,0.0,0.0
6178,"except such as have faith, and do righteous deeds, and (join together) in the mutual teaching of truth, and of patience and constancy.",0.0,0.733,0.267,0.5,0.0
6179,"woe to every (kind of) scandal-monger and-backbiter,",0.25,0.446,0.304,0.9,0.6
6180,"who pileth up wealth and layeth it by,",0.0,0.686,0.314,0.0,0.0
6181,thinking that his wealth would make him last for ever!,0.0,0.72,0.28,0.06666666666666667,0.0
6182,"by no means! he will be sure to be thrown into that which breaks to pieces,",0.117,0.745,0.138,0.8888888888888888,0.5
6183,and what will explain to thee that which breaks to pieces?,0.0,1.0,0.0,0.0,0.0
6184,"(it is) the fire of (the wrath of) allah kindled (to a blaze),",0.167,0.833,0.0,0.0,0.0
6185,the which doth mount (right) to the hearts:,0.0,0.619,0.381,0.5357142857142857,0.2857142857142857
6186,"it shall be made into a vault over them,",0.0,1.0,0.0,0.0,0.0
6187,in columns outstretched.,0.0,1.0,0.0,0.0,0.0
6188,seest thou not how thy lord dealt with the companions of the elephant?,0.0,1.0,0.0,0.0,0.0
6189,did he not make their treacherous plan go astray?,0.0,1.0,0.0,0.0,0.0
6190,"and he sent against them flights of birds,",0.0,1.0,0.0,0.0,0.0
6191,striking them with stones of baked clay.,0.0,1.0,0.0,1.0,0.5
6192,"then did he make them like an empty field of stalks and straw, (of which the corn) has been eaten up.",0.077,0.815,0.107,0.5,-0.1
6193,"for the covenants (of security and safeguard enjoyed) by the quraish,",0.0,0.491,0.509,0.7,0.5
6194,"their covenants (covering) journeys by winter and summer,-",0.0,1.0,0.0,0.0,0.0
6195,"let them adore the lord of this house,",0.0,0.66,0.34,0.0,0.0
6196,"who provides them with food against hunger, and with security against fear (of danger).",0.41,0.476,0.114,0.0,0.0
6197,seest thou one who denies the judgment (to come)?,0.259,0.741,0.0,0.0,0.0
6198,"then such is the (man) who repulses the orphan (with harshness),",0.0,1.0,0.0,0.5,0.0
6199,and encourages not the feeding of the indigent.,0.0,0.707,0.293,0.0,0.0
6200,so woe to the worshippers,0.392,0.38,0.228,0.0,0.0
6201,"who are neglectful of their prayers,",0.375,0.625,0.0,0.0,0.0
6202,"those who (want but) to be seen (of men),",0.0,0.874,0.126,0.0,0.0
6203,but refuse (to supply) (even) neighbourly needs.,0.318,0.682,0.0,0.0,0.0
6204,to thee have we granted the fount (of abundance).,0.0,0.8,0.2,0.0,0.0
6205,therefore to thy lord turn in prayer and sacrifice.,0.0,1.0,0.0,0.0,0.0
6206,"for he who hateth thee, he will be cut off (from future hope).",0.131,0.688,0.181,0.125,0.0
6207,say: o ye that reject faith!,0.276,0.408,0.316,1.0,0.0625
6208,"i worship not that which ye worship,",0.0,0.532,0.468,0.0,0.0
6209,nor will ye worship that which i worship.,0.187,0.595,0.218,0.0,0.0
6210,"and i will not worship that which ye have been wont to worship,",0.256,0.744,0.0,0.0,0.0
6211,nor will ye worship that which i worship.,0.187,0.595,0.218,0.0,0.0
6212,"to you be your way, and to me mine.",0.0,1.0,0.0,0.0,0.0
6213,"when comes the help of allah, and victory,",0.0,0.722,0.278,0.0,0.0
6214,"and thou dost see the people enter allah's religion in crowds,",0.0,1.0,0.0,0.0,0.0
6215,"celebrate the praises of thy lord, and pray for his forgiveness: for he is oft-returning (in grace and mercy).",0.0,0.436,0.564,0.0,0.0
6216,perish the hands of the father of flame! perish he!,0.0,1.0,0.0,0.0,0.0
6217,"no profit to him from all his wealth, and all his gains!",0.139,0.52,0.341,0.0,0.0
